corpus_id,tier,title,target_supervisor,year,journal,section,paragraph_count,word_count,mean_words_per_paragraph,sentences_per_paragraph,sentence_count,mean_words_per_sentence,citation_count,mean_citations_per_paragraph,first_citation_paragraph,first_explicit_limitation_paragraph,proposed_method_intro_paragraph,contribution_location_paragraph,contribution_list_form,contribution_item_count_proxy,first_person_count,hedge_count,passive_proxy_count,passive_proxy_per_100_sentences,transition_counts,role_sequence_proxy,related_work_organization_proxy,related_work_mode_proxy,limitation_expression_count,comparison_language_count,section_file
T1_2026_TIP_MSD_RGBT,Tier 1,A Multi-Level Self-Distillation-Based Unified Tracker for Efficient RGB-T Tracking,both,2026,IEEE Transactions on Image Processing,related_work,39,8390,215.13,7.72,301,27.87,54,1.38,1,3,8,13,itemized,22,77,28,68,22.59,however=4; therefore=1; moreover=2; furthermore=1; in addition=2; although=4; while=34; whereas=1; in contrast=2; specifically=10; finally=1,representative methods > unlabeled > category introduction+representative methods+strengths > category introduction+representative methods+strengths > representative methods > representative methods > representative methods+strengths+weaknesses > representative methods+strengths+weaknesses > unlabeled > representative methods+strengths+weaknesses > representative methods > representative methods,method-family,critical/comparative,26,20,papers/supervisor_style_corpus/rebuilt/sections/tier1/T1_2026_TIP_MSD_RGBT__related_work.txt
T1_2026_TIP_MSD_RGBT,Tier 1,A Multi-Level Self-Distillation-Based Unified Tracker for Efficient RGB-T Tracking,both,2026,IEEE Transactions on Image Processing,contributions,1,797,797.00,25.00,25,31.88,10,10.00,1,1,0,1,prose,0,7,5,11,44.00,furthermore=1; in addition=1; while=4; finally=1,broad application context+practical importance+technical challenge,not applicable,descriptive,1,0,papers/supervisor_style_corpus/rebuilt/sections/tier1/T1_2026_TIP_MSD_RGBT__contributions.txt
T1_2026_TIP_MSD_RGBT,Tier 1,A Multi-Level Self-Distillation-Based Unified Tracker for Efficient RGB-T Tracking,both,2026,IEEE Transactions on Image Processing,conclusion,4,1557,389.25,108.00,432,3.60,51,12.75,2,2,1,0,itemized,2,3,3,0,0.00,although=1; while=3; specifically=1,broad application context+practical importance+technical challenge > broad application context+technical challenge+representative prior progress > broad application context > broad application context+practical importance+technical challenge,not applicable,critical/comparative,3,0,papers/supervisor_style_corpus/rebuilt/sections/tier1/T1_2026_TIP_MSD_RGBT__conclusion.txt
T1_2025_ICIP_HFDAE_RGBT,Tier 1,Adaptive Hierarchical Feature Difference Auto-Encoder for Robust RGB-T Object Tracking,both,2025,IEEE International Conference on Image Processing,introduction,4,723,180.75,7.25,29,24.93,5,1.25,1,1,1,0,not reported,0,1,6,14,48.28,although=1; while=2; specifically=1; finally=1,broad application context+practical importance+technical challenge > unlabeled > representative prior progress+method summary > representative prior progress+method summary+paper organization,not applicable,critical/comparative,2,1,papers/supervisor_style_corpus/rebuilt/sections/tier1/T1_2025_ICIP_HFDAE_RGBT__introduction.txt
T1_2025_ICIP_HFDAE_RGBT,Tier 1,Adaptive Hierarchical Feature Difference Auto-Encoder for Robust RGB-T Object Tracking,both,2025,IEEE International Conference on Image Processing,integrated_prior_work,2,606,303.00,11.50,23,26.35,5,2.50,1,1,1,0,not reported,0,1,6,11,47.83,although=1; while=2; specifically=1; finally=1,representative methods+strengths+weaknesses > representative methods+strengths,problem,critical/comparative,2,1,papers/supervisor_style_corpus/rebuilt/sections/tier1/T1_2025_ICIP_HFDAE_RGBT__integrated_prior_work.txt
T1_2025_ICIP_HFDAE_RGBT,Tier 1,Adaptive Hierarchical Feature Difference Auto-Encoder for Robust RGB-T Object Tracking,both,2025,IEEE International Conference on Image Processing,method_overview,10,1582,158.20,6.30,63,25.11,18,1.80,1,1,1,5,itemized,3,21,5,32,50.79,however=3; while=1; specifically=1; finally=2,broad application context+practical importance+representative prior progress > unlabeled > broad application context+practical importance+representative prior progress > unlabeled > broad application context+technical challenge+representative prior progress > unlabeled > representative prior progress > representative prior progress > representative prior progress > broad application context+representative prior progress+method summary,not applicable,critical/comparative,4,2,papers/supervisor_style_corpus/rebuilt/sections/tier1/T1_2025_ICIP_HFDAE_RGBT__method_overview.txt
T1_2025_ICIP_HFDAE_RGBT,Tier 1,Adaptive Hierarchical Feature Difference Auto-Encoder for Robust RGB-T Object Tracking,both,2025,IEEE International Conference on Image Processing,conclusion,4,342,85.50,3.75,15,22.80,0,0.00,0,2,2,0,not reported,0,5,1,0,0.00,while=2; whereas=1,unlabeled > broad application context+practical importance+technical challenge > broad application context+representative prior progress+method summary > unlabeled,not applicable,comparative,1,1,papers/supervisor_style_corpus/rebuilt/sections/tier1/T1_2025_ICIP_HFDAE_RGBT__conclusion.txt
T1_2025_TGRS_UADIFF,Tier 1,UADiff: A Deep Underwater Image Enhancement Network Using Generative Diffusion Prior and Uncertainty-Aware Learning,both,2025,IEEE Transactions on Geoscience and Remote Sensing,introduction,4,1191,297.75,9.50,38,31.34,26,6.50,1,4,4,4,prose,0,12,7,13,34.21,furthermore=1; in addition=1; while=1; specifically=1; finally=1,broad application context+practical importance+representative prior progress > practical importance > unlabeled > broad application context+practical importance+technical challenge,not applicable,critical/comparative,5,1,papers/supervisor_style_corpus/rebuilt/sections/tier1/T1_2025_TGRS_UADIFF__introduction.txt
T1_2025_TGRS_UADIFF,Tier 1,UADiff: A Deep Underwater Image Enhancement Network Using Generative Diffusion Prior and Uncertainty-Aware Learning,both,2025,IEEE Transactions on Geoscience and Remote Sensing,related_work,3,918,306.00,11.00,33,27.82,32,10.67,1,1,1,0,not reported,0,7,1,13,39.39,specifically=6,category introduction+representative methods+weaknesses > representative methods > category introduction+representative methods+strengths,method-family,descriptive,1,0,papers/supervisor_style_corpus/rebuilt/sections/tier1/T1_2025_TGRS_UADIFF__related_work.txt
T1_2025_TGRS_UADIFF,Tier 1,UADiff: A Deep Underwater Image Enhancement Network Using Generative Diffusion Prior and Uncertainty-Aware Learning,both,2025,IEEE Transactions on Geoscience and Remote Sensing,contributions,1,731,731.00,17.00,17,43.00,4,4.00,1,1,1,1,prose,0,12,5,10,58.82,in addition=1; while=1; finally=1,broad application context+practical importance+technical challenge,not applicable,critical/comparative,5,1,papers/supervisor_style_corpus/rebuilt/sections/tier1/T1_2025_TGRS_UADIFF__contributions.txt
T1_2025_TGRS_UADIFF,Tier 1,UADiff: A Deep Underwater Image Enhancement Network Using Generative Diffusion Prior and Uncertainty-Aware Learning,both,2025,IEEE Transactions on Geoscience and Remote Sensing,method_overview,43,5433,126.35,4.74,204,26.63,35,0.81,1,2,2,41,itemized,2,90,10,72,35.29,however=3; therefore=4; furthermore=5; in addition=1; while=2; in contrast=1; specifically=9; finally=5,broad application context+practical importance+representative prior progress > broad application context+unresolved limitation+research gap > unlabeled > broad application context+representative prior progress+method summary > broad application context+practical importance+technical challenge > broad application context+practical importance+technical challenge > broad application context+representative prior progress+method summary > broad application context+practical importance+technical challenge > unlabeled > broad application context+practical importance+technical challenge > broad application context+representative prior progress+method summary > broad application context+practical importance+technical challenge,not applicable,critical/comparative,9,4,papers/supervisor_style_corpus/rebuilt/sections/tier1/T1_2025_TGRS_UADIFF__method_overview.txt
T1_2025_TGRS_UADIFF,Tier 1,UADiff: A Deep Underwater Image Enhancement Network Using Generative Diffusion Prior and Uncertainty-Aware Learning,both,2025,IEEE Transactions on Geoscience and Remote Sensing,conclusion,4,1547,386.75,112.00,448,3.45,55,13.75,1,1,1,0,not reported,0,3,2,0,0.00,however=1; while=1; specifically=1,broad application context+practical importance+technical challenge > unlabeled > broad application context+technical challenge+representative prior progress > broad application context+practical importance+representative prior progress,not applicable,descriptive,1,0,papers/supervisor_style_corpus/rebuilt/sections/tier1/T1_2025_TGRS_UADIFF__conclusion.txt
T1_2025_JBHI_ALZ_CNN,Tier 1,A Lightweight Deep Convolutional Neural Network Extracting Local and Global Contextual Features for the Classification of Alzheimer's Disease Using Structural MRI,both,2025,IEEE Journal of Biomedical and Health Informatics,introduction,4,821,205.25,6.75,27,30.41,18,4.50,1,1,0,0,not reported,0,0,5,11,40.74,however=2; although=1,practical importance+representative prior progress+unresolved limitation > unlabeled > unlabeled > practical importance+representative prior progress+unresolved limitation,not applicable,critical/comparative,4,2,papers/supervisor_style_corpus/rebuilt/sections/tier1/T1_2025_JBHI_ALZ_CNN__introduction.txt
T1_2025_JBHI_ALZ_CNN,Tier 1,A Lightweight Deep Convolutional Neural Network Extracting Local and Global Contextual Features for the Classification of Alzheimer's Disease Using Structural MRI,both,2025,IEEE Journal of Biomedical and Health Informatics,related_work,5,2146,429.20,13.20,66,32.52,30,6.00,1,1,0,0,not reported,0,2,7,32,48.48,however=6; therefore=2; moreover=2; furthermore=1; while=2; finally=3,category introduction+representative methods+strengths > representative methods > category introduction+representative methods+strengths > unlabeled > category introduction+representative methods+strengths,method-family,critical/comparative,10,5,papers/supervisor_style_corpus/rebuilt/sections/tier1/T1_2025_JBHI_ALZ_CNN__related_work.txt
T1_2025_JBHI_ALZ_CNN,Tier 1,A Lightweight Deep Convolutional Neural Network Extracting Local and Global Contextual Features for the Classification of Alzheimer's Disease Using Structural MRI,both,2025,IEEE Journal of Biomedical and Health Informatics,method_overview,32,5635,176.09,6.75,216,26.09,17,0.53,8,20,1,0,itemized,3,63,9,89,41.20,however=3; therefore=1; moreover=1; in addition=1; while=2; specifically=2; finally=7,representative prior progress+proposed direction+method summary > practical importance > representative prior progress+method summary > representative prior progress+method summary > unlabeled > unlabeled > practical importance > representative prior progress+method summary > representative prior progress+method summary > representative prior progress+method summary > unlabeled > representative prior progress+research gap+method summary,not applicable,critical/comparative,5,5,papers/supervisor_style_corpus/rebuilt/sections/tier1/T1_2025_JBHI_ALZ_CNN__method_overview.txt
T1_2025_JBHI_ALZ_CNN,Tier 1,A Lightweight Deep Convolutional Neural Network Extracting Local and Global Contextual Features for the Classification of Alzheimer's Disease Using Structural MRI,both,2025,IEEE Journal of Biomedical and Health Informatics,conclusion,3,842,280.67,50.67,152,5.54,17,5.67,3,1,1,3,prose,0,1,1,7,4.61,,unresolved limitation+proposed direction+method summary > representative prior progress+method summary > broad application context+practical importance+technical challenge,not applicable,descriptive,1,0,papers/supervisor_style_corpus/rebuilt/sections/tier1/T1_2025_JBHI_ALZ_CNN__conclusion.txt
T1_2024_MULTISYS_REFINERHASH,Tier 1,RefinerHash: a new hashing-based re-ranking technique for image retrieval,both,2024,Multimedia Systems,introduction,107,8470,79.16,3.06,327,25.90,82,0.77,1,1,4,6,itemized,7,80,28,119,36.39,however=14; therefore=10; moreover=1; furthermore=1; in addition=2; although=2; while=1; in contrast=2; specifically=3; finally=6,broad application context+practical importance+technical challenge > unlabeled > unlabeled > broad application context+practical importance+technical challenge > unlabeled > broad application context+technical challenge+representative prior progress > unlabeled > unlabeled > unlabeled > broad application context+practical importance+technical challenge > unlabeled > representative prior progress+method summary,not applicable,critical/comparative,25,14,papers/supervisor_style_corpus/rebuilt/sections/tier1/T1_2024_MULTISYS_REFINERHASH__introduction.txt
T1_2024_MULTISYS_REFINERHASH,Tier 1,RefinerHash: a new hashing-based re-ranking technique for image retrieval,both,2024,Multimedia Systems,integrated_prior_work,6,3382,563.67,22.17,133,25.43,36,6.00,1,1,2,3,itemized,1,37,18,53,39.85,however=10; therefore=3; moreover=1; in contrast=1; specifically=2; finally=3,strengths+weaknesses+comparison > category introduction+representative methods+strengths > category introduction+representative methods+weaknesses > category introduction+representative methods+weaknesses > category introduction+representative methods+comparison > positioning of present work,application,critical/comparative,17,4,papers/supervisor_style_corpus/rebuilt/sections/tier1/T1_2024_MULTISYS_REFINERHASH__integrated_prior_work.txt
T1_2024_MULTISYS_REFINERHASH,Tier 1,RefinerHash: a new hashing-based re-ranking technique for image retrieval,both,2024,Multimedia Systems,contributions,3,891,297.00,12.00,36,24.75,10,3.33,1,1,1,1,prose,0,5,2,11,30.56,however=3; specifically=1; finally=2,broad application context+technical challenge+representative prior progress > technical challenge+representative prior progress+contributions > contributions,not applicable,critical/comparative,3,1,papers/supervisor_style_corpus/rebuilt/sections/tier1/T1_2024_MULTISYS_REFINERHASH__contributions.txt
T1_2024_VISCOMP_HIGHBOOSTNET,Tier 1,HighBoostNet: a deep light-weight image super-resolution network using high-boost residual blocks,both,2024,The Visual Computer,introduction,13,1768,136.00,3.69,48,36.83,13,1.00,5,5,9,9,itemized,3,6,11,29,60.42,however=2; therefore=4; in addition=2; specifically=1; finally=1,broad application context+practical importance+technical challenge > technical challenge > unlabeled > unlabeled > broad application context+practical importance+technical challenge > unlabeled > unlabeled > representative prior progress+method summary > broad application context+practical importance+technical challenge > practical importance+technical challenge+representative prior progress > unlabeled > unlabeled,not applicable,critical/comparative,3,1,papers/supervisor_style_corpus/rebuilt/sections/tier1/T1_2024_VISCOMP_HIGHBOOSTNET__introduction.txt
T1_2024_VISCOMP_HIGHBOOSTNET,Tier 1,HighBoostNet: a deep light-weight image super-resolution network using high-boost residual blocks,both,2024,The Visual Computer,related_work,4,1046,261.50,8.00,32,32.69,14,3.50,1,1,0,0,not reported,0,1,2,14,43.75,although=1; while=2; specifically=7; finally=1,category introduction+representative methods+strengths > unlabeled > representative methods > category introduction+representative methods,method-family,descriptive,1,0,papers/supervisor_style_corpus/rebuilt/sections/tier1/T1_2024_VISCOMP_HIGHBOOSTNET__related_work.txt
T1_2024_VISCOMP_HIGHBOOSTNET,Tier 1,HighBoostNet: a deep light-weight image super-resolution network using high-boost residual blocks,both,2024,The Visual Computer,contributions,1,661,661.00,8.00,8,82.62,3,3.00,1,0,1,1,prose,0,6,2,8,100.00,therefore=2; in addition=2; specifically=1,broad application context+practical importance+technical challenge,not applicable,descriptive,0,0,papers/supervisor_style_corpus/rebuilt/sections/tier1/T1_2024_VISCOMP_HIGHBOOSTNET__contributions.txt
T1_2024_VISCOMP_HIGHBOOSTNET,Tier 1,HighBoostNet: a deep light-weight image super-resolution network using high-boost residual blocks,both,2024,The Visual Computer,method_overview,1,344,344.00,13.00,13,26.46,2,2.00,1,1,0,1,prose,0,3,0,0,0.00,although=1; specifically=1; finally=1,technical challenge+representative prior progress+unresolved limitation,not applicable,descriptive,1,0,papers/supervisor_style_corpus/rebuilt/sections/tier1/T1_2024_VISCOMP_HIGHBOOSTNET__method_overview.txt
T1_2024_VISCOMP_HIGHBOOSTNET,Tier 1,HighBoostNet: a deep light-weight image super-resolution network using high-boost residual blocks,both,2024,The Visual Computer,conclusion,3,572,190.67,5.00,15,38.13,0,0.00,0,0,1,0,not reported,0,8,5,6,40.00,therefore=2; in view of this=1,broad application context+practical importance+technical challenge > unlabeled > unlabeled,not applicable,comparative,0,1,papers/supervisor_style_corpus/rebuilt/sections/tier1/T1_2024_VISCOMP_HIGHBOOSTNET__conclusion.txt
T1_2026_TPAMI_ACLI,Tier 1,ACLI: A CNN Pruning Framework Leveraging Adjacent Convolutional Layer Interdependence and gamma-Weakly Submodularity,both,2026,IEEE Transactions on Pattern Analysis and Machine Intelligence,introduction,6,940,156.67,5.67,34,27.65,20,3.33,1,1,6,6,itemized,6,18,3,6,17.65,however=2; moreover=1; although=2; while=5; finally=1,broad application context+technical challenge+representative prior progress > technical challenge+representative prior progress+method summary > technical challenge+representative prior progress > method summary > representative prior progress > practical importance+technical challenge+representative prior progress,not applicable,critical/comparative,6,5,papers/supervisor_style_corpus/rebuilt/sections/tier1/T1_2026_TPAMI_ACLI__introduction.txt
T1_2026_TPAMI_ACLI,Tier 1,ACLI: A CNN Pruning Framework Leveraging Adjacent Convolutional Layer Interdependence and gamma-Weakly Submodularity,both,2026,IEEE Transactions on Pattern Analysis and Machine Intelligence,related_work,43,6971,162.12,7.26,312,22.34,107,2.49,4,4,4,24,itemized,13,80,17,61,19.55,however=4; therefore=5; moreover=5; furthermore=1; although=3; while=14; whereas=2; specifically=2,representative methods > unlabeled > representative methods > category introduction+representative methods+strengths > category introduction+representative methods+weaknesses > unlabeled > weaknesses > representative methods+weaknesses+comparison > category introduction+representative methods+comparison > weaknesses+positioning of present work > unlabeled > unlabeled,method-family,critical/comparative,34,14,papers/supervisor_style_corpus/rebuilt/sections/tier1/T1_2026_TPAMI_ACLI__related_work.txt
T1_2026_TPAMI_ACLI,Tier 1,ACLI: A CNN Pruning Framework Leveraging Adjacent Convolutional Layer Interdependence and gamma-Weakly Submodularity,both,2026,IEEE Transactions on Pattern Analysis and Machine Intelligence,contributions,1,503,503.00,16.00,16,31.44,8,8.00,1,1,1,1,prose,0,17,0,2,12.50,however=1; moreover=1; although=1; while=2; finally=1,practical importance+technical challenge+representative prior progress,not applicable,critical/comparative,4,3,papers/supervisor_style_corpus/rebuilt/sections/tier1/T1_2026_TPAMI_ACLI__contributions.txt
T1_2026_TPAMI_ACLI,Tier 1,ACLI: A CNN Pruning Framework Leveraging Adjacent Convolutional Layer Interdependence and gamma-Weakly Submodularity,both,2026,IEEE Transactions on Pattern Analysis and Machine Intelligence,conclusion,1,260,260.00,61.00,61,4.26,7,7.00,1,1,1,0,not reported,0,3,0,0,0.00,,technical challenge+representative prior progress+unresolved limitation,not applicable,comparative,1,1,papers/supervisor_style_corpus/rebuilt/sections/tier1/T1_2026_TPAMI_ACLI__conclusion.txt
